mnos\00602.ppm;1267;553;1300;586;1;70.78246753246754
mnos\00602.ppm;445;545;472;572;1;69.00595238095238
mnos\00603.ppm;361;443;418;503;1;68.41558441558442
mnos\00604.ppm;365;482;438;549;2;78.08108108108107
mnos\00609.ppm;809;506;842;539;1;77.53733766233766
mnos\00610.ppm;925;507;980;561;2;59.48218673218672
mnos\00610.ppm;674;567;740;627;3;60.738766184310734
mnos\00611.ppm;839;488;872;521;1;79.92424242424242
mnos\00612.ppm;161;369;249;457;4;74.88483622602114
mnos\00612.ppm;821;535;851;567;2;65.46805896805897
mnos\00612.ppm;131;639;205;708;3;62.56966533757448
mnos\00613.ppm;477;544;514;582;1;66.43398268398269
mnos\00613.ppm;1134;564;1165;594;1;58.79545454545453
mnos\00616.ppm;1208;611;1238;638;5;57.66366223908918
mnos\00619.ppm;841;414;880;453;5;68.03130929791271
mnos\00620.ppm;1326;423;1360;456;1;53.5319264069264
mnos\00620.ppm;865;427;890;452;1;55.85876623376623
mnos\00621.ppm;1125;372;1151;400;4;53.5436513114968
mnos\00621.ppm;1083;368;1267;557;2;52.146191646191646
mnos\00621.ppm;1049;462;1083;494;5;51.413662239089184
mnos\00621.ppm;1225;514;1258;550;3;59.272098024282066
mnos\00621.ppm;1126;525;1198;603;5;52.286527514231494
mnos\00621.ppm;784;446;806;467;1;65.69751082251082
mnos\00623.ppm;971;372;1034;438;1;66.54978354978354
mnos\00623.ppm;293;510;332;550;2;51.6554054054054
mnos\00624.ppm;823;466;843;486;1;53.456168831168824
mnos\00625.ppm;1036;376;1103;445;1;73.37824675324674
mnos\00626.ppm;857;403;895;443;1;78.01406926406925
mnos\00626.ppm;855;441;895;481;1;78.88690476190476
mnos\00634.ppm;524;370;572;418;1;63.12987012987013
mnos\00635.ppm;825;423;865;462;1;75.82521645021644
mnos\00636.ppm;773;561;830;621;5;56.47533206831119
mnos\00636.ppm;1118;244;1150;277;1;48.86093073593074
mnos\00636.ppm;1108;292;1145;329;3;54.80802831414363
mnos\00636.ppm;922;527;1043;639;3;65.43804041037588
mnos\00636.ppm;1106;269;1136;299;3;58.19833340800143
