00600.jpg;489;554;515;575;2;0.42
00600.jpg;1132;523;1149;536;6;0.42
00600.jpg;1200;496;1217;509;6;0.51
00600.jpg;841;490;865;520;6;0.44
00600.jpg;1160;530;1178;550;6;0.49
00600.jpg;1254;488;1343;566;6;0.46
00601.jpg;1190;189;1213;210;5;0.51
00601.jpg;104;412;123;431;6;0.44
00601.jpg;79;444;146;511;1;0.43
00601.jpg;1068;575;1117;616;6;0.4
00602.jpg;782;566;794;576;4;0.53
00602.jpg;443;543;473;573;1;0.78
00602.jpg;1338;249;1356;271;6;0.43
00602.jpg;907;507;936;530;6;0.46
00602.jpg;1268;555;1299;588;1;0.74
00603.jpg;1077;524;1099;541;2;0.43
00603.jpg;1128;442;1144;460;5;0.45
00603.jpg;1009;487;1033;508;1;0.41
00603.jpg;1044;231;1065;249;2;0.45
00603.jpg;1182;33;1203;54;6;0.41
00603.jpg;1101;6;1124;33;6;0.51
00603.jpg;1224;20;1260;56;6;0.43
00603.jpg;361;444;416;500;1;0.7
00603.jpg;1247;56;1271;80;6;0.42
00603.jpg;1185;70;1198;84;6;0.41
00603.jpg;273;483;285;498;6;0.49
00603.jpg;1208;89;1238;113;6;0.44
00603.jpg;1165;208;1179;221;6;0.43
00603.jpg;1235;201;1254;220;6;0.44
00603.jpg;1303;56;1326;78;6;0.41
00603.jpg;1264;71;1316;134;6;0.4
00603.jpg;971;587;985;603;6;0.52
00603.jpg;8;517;34;548;6;0.43
00603.jpg;11;548;35;572;6;0.42
00603.jpg;1306;285;1335;311;1;0.42
00603.jpg;1062;415;1077;432;1;0.42
00603.jpg;1296;363;1309;375;6;0.51
00603.jpg;1170;430;1182;445;1;0.42
00604.jpg;142;703;163;722;6;0.48
00604.jpg;366;487;435;547;2;0.74
00604.jpg;920;509;938;533;2;0.47
00604.jpg;1119;438;1158;475;6;0.43
00604.jpg;1135;466;1153;483;6;0.44
00604.jpg;1275;342;1314;375;6;0.43
00604.jpg;1177;430;1196;449;6;0.42
00604.jpg;1211;456;1248;493;6;0.41
00604.jpg;1210;481;1247;518;6;0.41
00604.jpg;1327;482;1358;517;6;0.41
00604.jpg;24;523;54;553;2;0.43
00604.jpg;1322;504;1353;535;6;0.45
00604.jpg;1297;475;1330;504;6;0.42
00604.jpg;1258;503;1294;539;6;0.4
00604.jpg;1297;420;1312;433;6;0.42
00604.jpg;1257;420;1293;462;6;0.49
00604.jpg;1299;505;1323;532;6;0.42
00604.jpg;1031;611;1053;630;6;0.48
00604.jpg;1162;624;1188;647;4;0.57
00605.jpg;299;563;326;585;5;0.41
00605.jpg;784;515;865;616;5;0.41
00605.jpg;845;499;881;535;1;0.78
00605.jpg;1068;590;1091;611;1;0.49
00605.jpg;166;511;208;547;1;0.69
00605.jpg;1081;625;1095;639;2;0.46
00605.jpg;1278;511;1293;528;6;0.43
00605.jpg;1201;565;1237;601;2;0.44
00605.jpg;996;540;1011;559;2;0.47
00606.jpg;1234;176;1283;227;6;0.41
00606.jpg;1253;226;1270;245;6;0.43
00606.jpg;1186;225;1208;252;6;0.43
00606.jpg;1138;291;1149;305;6;0.42
00606.jpg;1188;349;1297;468;6;0.42
00606.jpg;1057;345;1076;362;6;0.41
00606.jpg;1089;371;1206;486;6;0.41
00606.jpg;1065;450;1088;475;2;0.42
00607.jpg;913;519;946;549;5;0.54
00607.jpg;610;566;699;655;5;0.49
00607.jpg;1128;638;1164;668;6;0.41
00607.jpg;1189;41;1207;65;6;0.54
00607.jpg;271;569;294;588;2;0.42
00607.jpg;1149;582;1270;692;6;0.51
00607.jpg;1166;151;1215;204;6;0.46
00607.jpg;1266;55;1289;78;6;0.56
00607.jpg;1303;84;1336;117;6;0.42
00607.jpg;1231;63;1249;87;6;0.43
00607.jpg;1271;140;1286;157;6;0.51
00607.jpg;995;597;1022;627;6;0.41
00607.jpg;1235;188;1251;206;6;0.44
00607.jpg;1250;417;1265;432;6;0.43
00607.jpg;1040;493;1057;512;2;0.41
00607.jpg;766;536;788;563;4;0.42
00607.jpg;886;472;949;526;2;0.76
00607.jpg;975;538;993;554;5;0.43
00608.jpg;948;615;970;632;5;0.4
00608.jpg;236;297;302;366;5;0.45
00608.jpg;968;427;984;444;4;0.45
00608.jpg;1207;343;1231;367;6;0.41
00608.jpg;1257;122;1272;137;6;0.41
00608.jpg;1267;448;1282;462;6;0.53
00608.jpg;1094;444;1113;463;6;0.47
00608.jpg;942;329;961;352;6;0.41
00608.jpg;1041;431;1060;455;6;0.43
00608.jpg;1042;452;1059;468;6;0.44
00608.jpg;172;324;183;337;6;0.43
00608.jpg;358;550;435;633;6;0.43
00608.jpg;1341;534;1356;553;5;0.54
00608.jpg;1065;525;1089;544;1;0.4
00609.jpg;1096;341;1111;355;1;0.44
00609.jpg;717;622;741;643;5;0.52
00609.jpg;253;511;283;544;6;0.42
00609.jpg;904;205;926;222;6;0.42
00609.jpg;1211;28;1242;59;6;0.46
00609.jpg;872;185;892;203;6;0.49
00609.jpg;169;519;186;536;6;0.46
00609.jpg;97;548;260;697;2;0.53
00609.jpg;740;638;925;798;6;0.42
00609.jpg;940;184;957;201;6;0.52
00609.jpg;971;219;988;236;6;0.41
00609.jpg;1056;237;1070;252;6;0.42
00609.jpg;292;562;364;640;2;0.42
00609.jpg;1252;9;1269;28;6;0.44
00609.jpg;810;507;840;537;1;0.79
00609.jpg;1050;436;1067;451;6;0.5
00609.jpg;1171;109;1186;124;6;0.45
00609.jpg;0;591;31;618;6;0.5
00609.jpg;311;513;341;543;1;0.71
00609.jpg;1044;337;1056;349;6;0.47
00609.jpg;345;609;387;651;3;0.48
00609.jpg;1190;603;1211;618;1;0.42
00610.jpg;15;492;54;541;2;0.59
00610.jpg;175;610;211;644;1;0.42
00610.jpg;1306;22;1347;55;6;0.42
00610.jpg;231;466;252;481;6;0.42
00610.jpg;916;552;937;571;1;0.63
00610.jpg;666;560;744;629;3;0.58
00610.jpg;413;596;440;620;4;0.6
00610.jpg;373;525;463;615;4;0.64
00610.jpg;76;547;92;561;5;0.41
00610.jpg;99;547;115;562;5;0.42
00610.jpg;72;570;96;588;1;0.53
00611.jpg;601;639;615;656;1;0.5
00611.jpg;652;532;730;595;2;0.51
00611.jpg;1099;628;1115;643;2;0.55
00611.jpg;813;103;849;139;6;0.43
00611.jpg;837;487;870;520;1;0.74
00611.jpg;710;143;734;167;6;0.42
